proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__street_2,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__street_2,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,filer__former_company_1__former_conformed_name,filer__former_company_1__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
1b,Elect Director Therese Esperdy,Management,For,For,MOODY'S CORPORATION,"APR 18, 2023",MCO,615369105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1c,Elect Director Robert Fauber,Management,For,For,MOODY'S CORPORATION,"APR 18, 2023",MCO,615369105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1d,Elect Director Vincent A. Forlenza,Management,For,For,MOODY'S CORPORATION,"APR 18, 2023",MCO,615369105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1e,Elect Director Kathryn M. Hill,Management,For,For,MOODY'S CORPORATION,"APR 18, 2023",MCO,615369105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1f,"Elect Director Lloyd W. Howell, Jr.",Management,For,For,MOODY'S CORPORATION,"APR 18, 2023",MCO,615369105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1g,Elect Director Jose M. Minaya,Management,For,For,MOODY'S CORPORATION,"APR 18, 2023",MCO,615369105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1h,Elect Director Leslie F. Seidman,Management,For,For,MOODY'S CORPORATION,"APR 18, 2023",MCO,615369105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1i,Elect Director Zig Serafin,Management,For,For,MOODY'S CORPORATION,"APR 18, 2023",MCO,615369105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1j,Elect Director Bruce Van Saun,Management,For,For,MOODY'S CORPORATION,"APR 18, 2023",MCO,615369105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
2,Amend Omnibus Stock Plan,Management,For,For,MOODY'S CORPORATION,"APR 18, 2023",MCO,615369105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
3,Ratify KPMG LLP as Auditors,Management,For,For,MOODY'S CORPORATION,"APR 18, 2023",MCO,615369105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
4,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,MOODY'S CORPORATION,"APR 18, 2023",MCO,615369105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
5,Advisory Vote on Say on Pay Frequency,Management,One Year,One Year,MOODY'S CORPORATION,"APR 18, 2023",MCO,615369105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1a,Elect Director Nicole S. Arnaboldi,Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1b,Elect Director Sherry S. Barrat,Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1c,Elect Director James L. Camaren,Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1d,Elect Director Kenneth B. Dunn,Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1e,Elect Director Naren K. Gursahaney,Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1f,Elect Director Kirk S. Hachigian,Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1g,Elect Director John W. Ketchum,Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1h,Elect Director Amy B. Lane,Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1i,Elect Director David L. Porges,Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1j,"Elect Director Deborah ""Dev"" Stahlkopf",Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1k,Elect Director John A. Stall,Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1l,Elect Director Darryl L. Wilson,Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
2,Ratify Deloitte & Touche as Auditors,Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
4,Advisory Vote on Say on Pay Frequency,Management,One Year,One Year,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
5,Disclose Board Skills and Diversity Matrix,Shareholder,Against,Against,"NEXTERA ENERGY, INC.","MAY 18, 2023",NEE,65339F101,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1a,Elect Director Robert K. Burgess,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1b,Elect Director Tench Coxe,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1c,Elect Director John O. Dabiri,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1d,Elect Director Persis S. Drell,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1e,Elect Director Jen-Hsun Huang,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1f,Elect Director Dawn Hudson,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1g,Elect Director Harvey C. Jones,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1h,Elect Director Michael G. McCaffery,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1i,Elect Director Stephen C. Neal,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
