proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,record_date,meeting_type,proxy_contest,proxy_card,recommendation_source,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__street_2,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__street_2,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
1.7,Elect Director Nicholas J. Read,Management,For,For,BOOKING HOLDINGS INC.,"JUN 06, 2023",BKNG,09857L108,"APR 11, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.8,Elect Director Thomas E. Rothman,Management,For,For,BOOKING HOLDINGS INC.,"JUN 06, 2023",BKNG,09857L108,"APR 11, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.9,Elect Director Sumit Singh,Management,For,For,BOOKING HOLDINGS INC.,"JUN 06, 2023",BKNG,09857L108,"APR 11, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.10,Elect Director Lynn Vojvodich Radakovich,Management,For,For,BOOKING HOLDINGS INC.,"JUN 06, 2023",BKNG,09857L108,"APR 11, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.11,Elect Director Vanessa A. Wittman,Management,For,For,BOOKING HOLDINGS INC.,"JUN 06, 2023",BKNG,09857L108,"APR 11, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,BOOKING HOLDINGS INC.,"JUN 06, 2023",BKNG,09857L108,"APR 11, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
3,Ratify Deloitte & Touche LLP as Auditors,Management,For,For,BOOKING HOLDINGS INC.,"JUN 06, 2023",BKNG,09857L108,"APR 11, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
4,Advisory Vote on Say on Pay Frequency,Management,One Year,One Year,BOOKING HOLDINGS INC.,"JUN 06, 2023",BKNG,09857L108,"APR 11, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
5,Submit Severance Agreement (Change-in-Control) to Shareholder Vote,Shareholder,Against,Against,BOOKING HOLDINGS INC.,"JUN 06, 2023",BKNG,09857L108,"APR 11, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.1,Elect Director Kenneth J. Bacon,Management,For,Withhold,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.2,"Elect Director Thomas J. Baltimore, Jr.",Management,For,Withhold,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.3,Elect Director Madeline S. Bell,Management,For,Withhold,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.4,Elect Director Edward D. Breen,Management,For,For,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.5,Elect Director Gerald L. Hassell,Management,For,For,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.6,Elect Director Jeffrey A. Honickman,Management,For,Withhold,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.7,Elect Director Maritza G. Montiel,Management,For,For,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.8,Elect Director Asuka Nakahara,Management,For,For,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.9,Elect Director David C. Novak,Management,For,For,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1.10,Elect Director Brian L. Roberts,Management,For,For,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
2,Ratify Deloitte & Touche LLP as Auditors,Management,For,For,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
3,Approve Omnibus Stock Plan,Management,For,For,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
4,Amend Qualified Employee Stock Purchase Plan,Management,For,For,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
5,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
6,Advisory Vote on Say on Pay Frequency,Management,One Year,One Year,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
7,Oversee and Report on a Racial Equity Audit,Shareholder,Against,For,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
8,Report on Climate Risk in Retirement Plan Options,Shareholder,Against,Against,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
9,Report on GHG Emissions Reduction Targets Aligned with the Paris Agreement Goal,Shareholder,Against,Against,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
10,Report on Congruency of Political Spending with Company Values and Priorities,Shareholder,Against,Against,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
11,Report on Risks Related to Operations in China,Shareholder,Against,Against,COMCAST CORPORATION,"JUN 07, 2023",CMCSA,20030N101,"APR 03, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1a,Elect Director Lee Adrean,Management,For,For,"FIDELITY NATIONAL INFORMATION SERVICES, INC.","MAY 24, 2023",FIS,31620M106,"MAR 31, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1b,Elect Director Ellen R. Alemany,Management,For,For,"FIDELITY NATIONAL INFORMATION SERVICES, INC.","MAY 24, 2023",FIS,31620M106,"MAR 31, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1c,Elect Director Mark D. Benjamin,Management,For,For,"FIDELITY NATIONAL INFORMATION SERVICES, INC.","MAY 24, 2023",FIS,31620M106,"MAR 31, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1d,Elect Director Vijay G. D'Silva,Management,For,For,"FIDELITY NATIONAL INFORMATION SERVICES, INC.","MAY 24, 2023",FIS,31620M106,"MAR 31, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
1e,Elect Director Stephanie L. Ferris,Management,For,For,"FIDELITY NATIONAL INFORMATION SERVICES, INC.","MAY 24, 2023",FIS,31620M106,"MAR 31, 2023",ANNUAL,False,,,AB US Low Volatility Equity ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US Low Volatility Equity ETF,100,0001496608,S000079472,AB US Low Volatility Equity ETF,C000240509,AB US Low Volatility Equity ETF,LOWV
