proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
2,Amend Omnibus Stock Plan,Management,For,For,"SALESFORCE.COM, INC.","JUN 11, 2020",M,79466L302,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
3,Amend Qualified Employee Stock Purchase Plan,Management,For,For,"SALESFORCE.COM, INC.","JUN 11, 2020",M,79466L302,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
4,Ratify Ernst & Young LLP as Auditors,Management,For,For,"SALESFORCE.COM, INC.","JUN 11, 2020",M,79466L302,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
5,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"SALESFORCE.COM, INC.","JUN 11, 2020",M,79466L302,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
6,Provide Right to Act by Written Consent,Shareholder,Against,Against,"SALESFORCE.COM, INC.","JUN 11, 2020",M,79466L302,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.1,Elect Director Douglas S. Ingram,Management,For,For,"SAREPTA THERAPEUTICS, INC.","JUN 04, 2020",SRPT,803607100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.2,Elect Director Hans Wigzell,Management,For,For,"SAREPTA THERAPEUTICS, INC.","JUN 04, 2020",SRPT,803607100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.3,Elect Director Mary Ann Gray,Management,For,For,"SAREPTA THERAPEUTICS, INC.","JUN 04, 2020",SRPT,803607100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"SAREPTA THERAPEUTICS, INC.","JUN 04, 2020",SRPT,803607100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
3,Increase Authorized Common Stock,Management,For,For,"SAREPTA THERAPEUTICS, INC.","JUN 04, 2020",SRPT,803607100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
4,Amend Omnibus Stock Plan,Management,For,Against,"SAREPTA THERAPEUTICS, INC.","JUN 04, 2020",SRPT,803607100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
5,Ratify KPMG LLP as Auditors,Management,For,For,"SAREPTA THERAPEUTICS, INC.","JUN 04, 2020",SRPT,803607100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.1,Elect Director Roelof Botha,Management,For,For,"SQUARE, INC.","JUN 16, 2020",SQ,852234103,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.2,Elect Director Amy Brooks,Management,For,For,"SQUARE, INC.","JUN 16, 2020",SQ,852234103,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.3,Elect Director James McKelvey,Management,For,For,"SQUARE, INC.","JUN 16, 2020",SQ,852234103,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"SQUARE, INC.","JUN 16, 2020",SQ,852234103,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
3,Ratify Ernst & Young LLP as Auditors,Management,For,For,"SQUARE, INC.","JUN 16, 2020",SQ,852234103,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
4,Report on Non-Management Employee Representation on the Board of Directors,Shareholder,Against,Against,"SQUARE, INC.","JUN 16, 2020",SQ,852234103,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1a,Elect Director Mary K. Brainerd,Management,For,For,STRYKER CORPORATION,"MAY 05, 2020",SYK,863667101,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1b,Elect Director Srikant M. Datar,Management,For,For,STRYKER CORPORATION,"MAY 05, 2020",SYK,863667101,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1c,Elect Director Roch Doliveux,Management,For,For,STRYKER CORPORATION,"MAY 05, 2020",SYK,863667101,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1d,Elect Director Allan C. Golston,Management,For,For,STRYKER CORPORATION,"MAY 05, 2020",SYK,863667101,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1e,Elect Director Kevin A. Lobo,Management,For,For,STRYKER CORPORATION,"MAY 05, 2020",SYK,863667101,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1f,Elect Director Sherilyn S. McCoy,Management,For,For,STRYKER CORPORATION,"MAY 05, 2020",SYK,863667101,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1g,Elect Director Andrew K. Silvernail,Management,For,For,STRYKER CORPORATION,"MAY 05, 2020",SYK,863667101,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1h,Elect Director Lisa M. Skeete Tatum,Management,For,For,STRYKER CORPORATION,"MAY 05, 2020",SYK,863667101,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1i,Elect Director Ronda E. Stryker,Management,For,For,STRYKER CORPORATION,"MAY 05, 2020",SYK,863667101,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1j,Elect Director Rajeev Suri,Management,For,For,STRYKER CORPORATION,"MAY 05, 2020",SYK,863667101,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
2,Ratify Ernst & Young LLP as Auditors,Management,For,For,STRYKER CORPORATION,"MAY 05, 2020",SYK,863667101,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,STRYKER CORPORATION,"MAY 05, 2020",SYK,863667101,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
4,Report on Non-Management Employee Representation on the Board of Directors,Shareholder,Against,Against,STRYKER CORPORATION,"MAY 05, 2020",SYK,863667101,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.1,Elect Director Marcelo Claure,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.2,Elect Director Srikant M. Datar,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.3,Elect Director Ronald D. Fisher,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.4,Elect Director Srini Gopalan,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.5,Elect Director Lawrence H. Guffey,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.6,Elect Director Timotheus Hottges,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.7,Elect Director Christian P. Illek,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.8,Elect Director Stephen Kappes,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.9,Elect Director Raphael Kubler,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.10,Elect Director Thorsten Langheim,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.11,Elect Director G. Michael (Mike) Sievert,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.12,Elect Director Teresa A. Taylor,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.13,Elect Director Kelvin R. Westbrook,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
2,Ratify PricewaterhouseCoopers LLP as Auditors,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
4,Limit Accelerated Vesting of Equity Awards Upon a Change in Control,Shareholder,Against,Against,"T-MOBILE US, INC.","JUN 04, 2020",MUS,872590104,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1,Accept Financial Statements and Statutory Reports,Management,For,For,TEMENOS AG,"MAY 20, 2020",MN,H8547Q107,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
