proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,record_date,meeting_type,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__city,filer__business_address__state,filer__business_address__zip,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date
1.4,Elect Director Leslie S. Heisz,Management,For,For,PUBLIC STORAGE,"APR 21, 2020",PSA,74460D109,"FEB 28, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.5,"Elect Director B. Wayne Hughes, Jr.",Management,For,For,PUBLIC STORAGE,"APR 21, 2020",PSA,74460D109,"FEB 28, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.6,Elect Director Avedick B. Poladian,Management,For,For,PUBLIC STORAGE,"APR 21, 2020",PSA,74460D109,"FEB 28, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.7,Elect Director Gary E. Pruitt,Management,For,For,PUBLIC STORAGE,"APR 21, 2020",PSA,74460D109,"FEB 28, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.8,Elect Director John Reyes,Management,For,For,PUBLIC STORAGE,"APR 21, 2020",PSA,74460D109,"FEB 28, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.9,"Elect Director Joseph D. Russell, Jr.",Management,For,For,PUBLIC STORAGE,"APR 21, 2020",PSA,74460D109,"FEB 28, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.10,Elect Director Tariq M. Shaukat,Management,For,For,PUBLIC STORAGE,"APR 21, 2020",PSA,74460D109,"FEB 28, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.11,Elect Director Ronald P. Spogli,Management,For,For,PUBLIC STORAGE,"APR 21, 2020",PSA,74460D109,"FEB 28, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.12,Elect Director Daniel C. Staton,Management,For,For,PUBLIC STORAGE,"APR 21, 2020",PSA,74460D109,"FEB 28, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,PUBLIC STORAGE,"APR 21, 2020",PSA,74460D109,"FEB 28, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Ratify Ernst & Young LLP as Auditors,Management,For,For,PUBLIC STORAGE,"APR 21, 2020",PSA,74460D109,"FEB 28, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1a,"Elect Director Martin E. Stein, Jr.",Management,For,For,REGENCY CENTERS CORPORATION,"APR 29, 2020",REG,758849103,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1b,Elect Director Joseph F. Azrack,Management,For,For,REGENCY CENTERS CORPORATION,"APR 29, 2020",REG,758849103,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1c,Elect Director Bryce Blair,Management,For,For,REGENCY CENTERS CORPORATION,"APR 29, 2020",REG,758849103,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1d,Elect Director C. Ronald Blankenship,Management,For,For,REGENCY CENTERS CORPORATION,"APR 29, 2020",REG,758849103,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1e,Elect Director Deirdre J. Evens,Management,For,For,REGENCY CENTERS CORPORATION,"APR 29, 2020",REG,758849103,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1f,Elect Director Thomas W. Furphy,Management,For,For,REGENCY CENTERS CORPORATION,"APR 29, 2020",REG,758849103,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1g,Elect Director Karin M. Klein,Management,For,For,REGENCY CENTERS CORPORATION,"APR 29, 2020",REG,758849103,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1h,Elect Director Peter D. Linneman,Management,For,For,REGENCY CENTERS CORPORATION,"APR 29, 2020",REG,758849103,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1i,Elect Director David P. O'Connor,Management,For,For,REGENCY CENTERS CORPORATION,"APR 29, 2020",REG,758849103,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1j,Elect Director Lisa Palmer,Management,For,For,REGENCY CENTERS CORPORATION,"APR 29, 2020",REG,758849103,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1k,Elect Director Thomas G. Wattles,Management,For,For,REGENCY CENTERS CORPORATION,"APR 29, 2020",REG,758849103,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,REGENCY CENTERS CORPORATION,"APR 29, 2020",REG,758849103,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Ratify KPMG LLP as Auditors,Management,For,For,REGENCY CENTERS CORPORATION,"APR 29, 2020",REG,758849103,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1,Approve Financial Statements and Statutory Reports,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Approve Consolidated Financial Statements and Statutory Reports,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Approve Treatment of Losses and Dividends of EUR 3.15 per Share,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4,Approve Auditors' Special Report on Related-Party Transactions,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5,Ratify Appointment of Paul Hudson as Director,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
6,Reelect Laurent Attal as Director,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
7,Reelect Carole Piwnica as Director,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8,Reelect Diane Souza as Director,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
9,Reelect Thomas Sudhof as Director,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
10,Elect Rachel Duan as Director,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
11,Elect Lise Kingo as Director,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
12,Approve Remuneration of Directors in the Aggregate Amount of EUR 2 Million,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
13,Approve Remuneration Policy of Directors,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
14,Approve Remuneration Policy of Chairman of the Board,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
15,Approve Remuneration Policy of CEO,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
16,Approve Compensation Report of Corporate Officers,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
17,"Approve Compensation of Serge Weinberg, Chairman of the Board",Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
18,"Approve Compensation of Paul Hudson, CEO Since Sept. 1, 2019",Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
19,"Approve Compensation of Olivier Brandicourt, CEO Until Aug. 31, 2019",Management,For,Against,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
20,Authorize Repurchase of Up to 10 Percent of Issued Share Capital,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
21,Authorize Filing of Required Documents/Other Formalities,Management,For,For,SANOFI,"APR 28, 2020",SAN,F5548N101,"APR 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1,"Approve Allocation of Income, with a Final Dividend of JPY 41",Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Amend Articles to Amend Business Lines - Reduce Directors' Term - Remove All Provisions on Advisory Positions,Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.1,"Elect Director Abe, Toshinori",Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.2,"Elect Director Inagaki, Shiro",Management,For,Against,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.3,"Elect Director Nakai, Yoshihiro",Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.4,"Elect Director Uchida, Takashi",Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.5,"Elect Director Wakui, Shiro",Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.6,"Elect Director Yoshimaru, Yukiko",Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.7,"Elect Director Kitazawa, Toshifumi",Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.8,"Elect Director Tanaka, Satoshi",Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.9,"Elect Director Nishida, Kumpei",Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.10,"Elect Director Horiuchi, Yosuke",Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.11,"Elect Director Miura, Toshiharu",Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.12,"Elect Director Ishii, Toru",Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4,"Appoint Statutory Auditor Wada, Yoritomo",Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5,Approve Annual Bonus,Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
